List of genes that are upregulated in the fat body from 50-day-old wild-type flies ,,,,,,,,,
Chromtin name,Start site,End site,Strand,Symbol,logFC,PValue,FDR,Upregulation,Downregulation
chr2L,20647816,20647891,+,snoRNA:Me28S-C2645a,3.227713298,0.004534193,0.020801835,TRUE,FALSE
chr2L,20649021,20650079,+,CG18810,2.239574272,0.002065459,0.010561925,TRUE,FALSE
chr2L,20758146,20767523,+,dia,1.470608806,3.58E-07,3.93E-06,TRUE,FALSE
chr2L,20831261,20832859,+,CG31674,1.716723143,2.16E-08,2.85E-07,TRUE,FALSE
chr2L,20836620,20838179,-,Spn3,6.133557599,0.000178595,0.001215346,TRUE,FALSE
chr2L,20840799,20849182,+,CG31676,1.561298042,4.94E-08,6.06E-07,TRUE,FALSE
chr2L,20869847,20871565,+,CG14401,1.912653947,5.73E-11,1.08E-09,TRUE,FALSE
chr2L,20924974,20926144,-,RPA2,1.539876672,2.92E-07,3.25E-06,TRUE,FALSE
chr2L,21052831,21058044,+,betaInt-nu,1.504403869,1.05E-07,1.24E-06,TRUE,FALSE
chr2L,21057701,21069891,-,CG9265,1.47605116,4.05E-07,4.42E-06,TRUE,FALSE
chr2L,21081126,21082494,-,CG33511,1.121950301,2.63E-05,0.000214069,TRUE,FALSE
chr2L,21082888,21084287,-,CG33510,2.399131617,3.97E-12,8.35E-11,TRUE,FALSE
chr2L,21084604,21086506,-,CG33509,6.699786695,1.07E-49,2.06E-47,TRUE,FALSE
chr2L,21091240,21094864,+,CG14397,3.009387229,0.001858998,0.009610452,TRUE,FALSE
chr2L,21096921,21098932,+,CG34136,1.645542014,1.64E-08,2.20E-07,TRUE,FALSE
chr2L,21145134,21148546,-,del,1.0625922,2.45E-05,0.000200906,TRUE,FALSE
chr2L,21212692,21220567,-,CG8678,1.154730688,4.65E-05,0.000356605,TRUE,FALSE
chr2L,21215035,21215178,-,snRNA:U4:39B,2.255469674,0.001945637,0.010010308,TRUE,FALSE
chr2L,21232483,21236733,-,CG31626,1.289946349,0.00019986,0.001344884,TRUE,FALSE
chr2L,21539128,21541127,-,His4:CG33905,1.134648155,0.000578425,0.003436821,TRUE,FALSE
chr2L,21539128,21541127,-,His4:CG33889,1.134648155,0.000578425,0.003436821,TRUE,FALSE
chr2L,21539128,21541127,-,His4:CG33883,1.134648155,0.000578425,0.003436821,TRUE,FALSE
chr2L,21632598,21647966,+,Ac3,1.31560705,3.00E-05,0.000240459,TRUE,FALSE
chr2L,21684535,21729051,+,CG31619,3.863169129,8.32E-33,7.13E-31,TRUE,FALSE
chr2L,22108963,22110449,+,CG6675,1.100492627,2.44E-05,0.000200394,TRUE,FALSE
chr2L,22189525,22214265,-,Ir40a,1.362121145,0.009855031,0.04026385,TRUE,FALSE
chr2L,22892289,22918647,-,Cht3,1.313724404,1.97E-05,0.000164505,TRUE,FALSE
chr2R,1239217,1239627,-,CG30441,1.114251121,0.005558989,0.024860484,TRUE,FALSE
chr2R,1241498,1242230,+,CG10396,1.747554268,0.008788148,0.036680118,TRUE,FALSE
chr2R,1384183,1437058,+,CG30438,1.236209672,1.11E-05,9.68E-05,TRUE,FALSE
chr2R,1678945,1680472,-,Or42a,5.206999363,1.78E-24,9.96E-23,TRUE,FALSE
chr2R,1682917,1683853,+,Tsp42A,3.111374555,0.000181573,0.001232835,TRUE,FALSE
chr2R,1684699,1686017,-,Or42b,5.833529982,0.000649138,0.003807468,TRUE,FALSE
chr2R,1908371,1910711,-,dream,1.448735762,1.22E-06,1.24E-05,TRUE,FALSE
chr2R,2061200,2062947,+,Cyp6w1,2.082175299,2.84E-13,6.60E-12,TRUE,FALSE
chr2R,2067224,2067875,+,CG8343,3.173503522,2.20E-07,2.49E-06,TRUE,FALSE
chr2R,2090247,2092729,+,CG30431,1.008485456,0.000223682,0.00149187,TRUE,FALSE
chr2R,2564500,2567891,-,Tdc1,2.375861123,9.68E-15,2.56E-13,TRUE,FALSE
chr2R,2837889,2839663,+,ppk25,2.021596432,0.003541961,0.016844139,TRUE,FALSE
chr2R,2893951,2896127,+,Tsp42Ec,3.983181452,8.75E-27,5.47E-25,TRUE,FALSE
chr2R,2897364,2899359,-,Tsp42Ed,2.316317524,5.14E-15,1.38E-13,TRUE,FALSE
chr2R,3065894,3068165,+,CG33140,2.707120043,0.00033362,0.002133585,TRUE,FALSE
chr2R,3130528,3133263,-,Ady43A,2.586756398,4.77E-18,1.68E-16,TRUE,FALSE
chr2R,3136667,3138160,+,Gadd45,2.389345011,4.61E-16,1.39E-14,TRUE,FALSE
chr2R,3333693,3339056,-,CG30502,1.815192518,3.00E-07,3.33E-06,TRUE,FALSE
chr2R,3347931,3350900,-,CG11141,1.063695316,0.000157857,0.001088965,TRUE,FALSE
chr2R,3454769,3468180,+,Vps13,1.28309362,4.82E-06,4.46E-05,TRUE,FALSE
chr2R,3483239,3508216,-,CG1358,3.847287347,1.86E-34,1.77E-32,TRUE,FALSE
chr2R,3546760,3548123,-,Gr43b,1.29134481,0.012257292,0.048438145,TRUE,FALSE
chr2R,3551290,3552776,+,CG2065,3.657775354,1.28E-29,9.23E-28,TRUE,FALSE
chr2R,3557831,3558608,-,CG12826,9.05417682,1.63E-21,7.03E-20,TRUE,FALSE
chr2R,3564044,3586395,-,CG1399,1.311243136,3.95E-06,3.73E-05,TRUE,FALSE
chr2R,3597378,3599492,+,CG1941,1.294700639,7.86E-06,7.02E-05,TRUE,FALSE
chr2R,3600127,3601694,+,CG1942,4.071101335,5.36E-35,5.24E-33,TRUE,FALSE
chr2R,3602487,3604288,+,CG1946,3.796376475,1.62E-22,7.56E-21,TRUE,FALSE
chr2R,3716561,3717934,+,CG18853,9.567935589,1.47E-26,9.07E-25,TRUE,FALSE
chr2R,3814181,3817432,+,CG8791,2.629955896,5.54E-19,1.99E-17,TRUE,FALSE
chr2R,3826705,3827144,-,CG30380,4.320729349,3.24E-17,1.08E-15,TRUE,FALSE
chr2R,3827460,3829375,+,CG30379,1.891146058,0.008423687,0.035276092,TRUE,FALSE
chr2R,4015135,4016981,+,Socs44A,1.055671294,0.00025291,0.001665452,TRUE,FALSE
chr2R,4021874,4022588,-,Obp44a,2.198768084,1.04E-07,1.24E-06,TRUE,FALSE
chr2R,4153386,4154787,-,CG30375,1.995664348,0.000178546,0.001215346,TRUE,FALSE
chr2R,4337166,4339404,-,LvpH,3.044022025,1.24E-22,5.83E-21,TRUE,FALSE
chr2R,4341136,4343289,+,LvpD,2.166708864,4.42E-11,8.42E-10,TRUE,FALSE
chr2R,4352674,4354701,+,CG30360,4.112592245,1.57E-35,1.59E-33,TRUE,FALSE
chr2R,4357053,4359154,-,CG11669,5.635212132,1.36E-54,3.37E-52,TRUE,FALSE
chr2R,4359487,4361466,+,CG8690,3.286537585,1.88E-24,1.05E-22,TRUE,FALSE
chr2R,4361932,4419420,-,mtt,1.403382895,0.000494402,0.002994208,TRUE,FALSE
chr2R,4439363,4439758,-,CG12780,1.557895142,1.95E-07,2.23E-06,TRUE,FALSE
chr2R,4478000,4479452,+,CG14752,2.404698274,0.000653326,0.003830543,TRUE,FALSE
chr2R,4481532,4482506,-,CG8736,2.6983012,7.66E-15,2.04E-13,TRUE,FALSE
chr2R,4597902,4600222,-,CG14743,7.63134541,1.40E-39,1.79E-37,TRUE,FALSE
chr2R,4600948,4601587,+,PGRP-SC1b,4.330148454,9.35E-13,2.11E-11,TRUE,FALSE
chr2R,4604471,4605026,+,PGRP-SC2,8.154778562,2.67E-94,3.36E-91,TRUE,FALSE
chr2R,4616464,4617007,-,CG30356,2.450991231,0.000211821,0.001420933,TRUE,FALSE
chr2R,4820927,4821950,+,CG13749,1.980512052,4.03E-11,7.69E-10,TRUE,FALSE
chr2R,4906529,4918546,-,CG8170,1.636345276,5.32E-06,4.88E-05,TRUE,FALSE
chr2R,4969941,4973222,+,CG11778,1.565053158,3.07E-06,2.94E-05,TRUE,FALSE
chr2R,4972097,4975062,-,CG13742,2.129773843,5.25E-12,1.09E-10,TRUE,FALSE
chr2R,5257634,5261741,-,CG13954,6.199737449,7.70E-05,0.000562511,TRUE,FALSE
chr2R,5277962,5282703,+,l(2)03659,2.683160999,1.54E-16,4.88E-15,TRUE,FALSE
chr2R,5282833,5283602,-,CG8800,1.238768309,0.000354594,0.002244872,TRUE,FALSE
chr2R,5309922,5311127,-,CG13955,5.341532656,0.006031936,0.026565884,TRUE,FALSE
chr2R,5381673,5390695,+,Wnt2,3.051220736,6.44E-20,2.46E-18,TRUE,FALSE
chr2R,5475457,5485943,-,CG42600,2.287889005,4.38E-15,1.19E-13,TRUE,FALSE
chr2R,5727282,5728667,+,CG1665,1.022772298,0.000180412,0.001226608,TRUE,FALSE
chr2R,5730191,5733017,+,CG1667,1.89646066,1.11E-10,1.99E-09,TRUE,FALSE
chr2R,5762788,5763747,+,CG12744,2.228675913,1.38E-13,3.29E-12,TRUE,FALSE
chr2R,5941682,5942081,-,Def,7.544430258,5.32E-82,3.49E-79,TRUE,FALSE
chr2R,5983984,5986061,+,Jra,1.01547045,0.000300127,0.001941619,TRUE,FALSE
chr2R,6092958,6124853,-,Hr46,1.16441256,0.000201602,0.001355397,TRUE,FALSE
chr2R,6133575,6134977,-,CG12209,2.398770713,0.000672534,0.003927888,TRUE,FALSE
chr2R,6154216,6156710,+,CG12910,1.026348624,0.002791044,0.013705287,TRUE,FALSE
chr2R,6211163,6304469,-,CG42732,2.586642016,2.49E-17,8.37E-16,TRUE,FALSE
chr2R,6240872,6241889,+,CG12907,6.064195353,0.000117022,0.000823082,TRUE,FALSE
chr2R,6242224,6243336,-,CG12902,3.527740916,0.000958452,0.005381234,TRUE,FALSE
chr2R,6243675,6244305,-,CG42733,5.747647476,0.000649138,0.003807468,TRUE,FALSE
chr2R,6264632,6267614,-,Ir47a,11.02729657,1.33E-42,1.96E-40,TRUE,FALSE
chr2R,6306224,6307266,+,Prx2540-2,3.076514309,5.44E-24,2.93E-22,TRUE,FALSE
chr2R,6307918,6308572,-,CG11825,1.651491496,1.54E-07,1.78E-06,TRUE,FALSE
chr2R,6309737,6310343,+,CG33474,1.59017327,2.37E-05,0.000194963,TRUE,FALSE
chr2R,6311940,6312976,+,Prx2540-1,1.669570817,2.27E-08,2.98E-07,TRUE,FALSE
chr2R,6336846,6346389,-,Cyp49a1,3.444018381,3.59E-21,1.49E-19,TRUE,FALSE
chr2R,6536387,6537250,+,CG12934,6.740876387,9.81E-47,1.72E-44,TRUE,FALSE
chr2R,7104917,7106718,-,CG9084,8.619035238,5.64E-17,1.85E-15,TRUE,FALSE
chr2R,7120768,7121209,-,CG13218,6.064195353,0.000178595,0.001215346,TRUE,FALSE
chr2R,7121507,7121915,+,CG13228,5.747647476,0.001005722,0.005586111,TRUE,FALSE
chr2R,7122758,7123260,+,CG13227,6.199737449,0.000117022,0.000823082,TRUE,FALSE
chr2R,7126998,7127619,-,CG13215,6.577615971,4.16E-33,3.64E-31,TRUE,FALSE
chr2R,7129249,7129700,-,Listericin,7.647151611,3.66E-84,2.76E-81,TRUE,FALSE
chr2R,7131794,7132508,+,CG13226,2.520008804,0.000511412,0.003084794,TRUE,FALSE
chr2R,7135630,7136117,+,CG34227,5.316805023,1.85E-47,3.27E-45,TRUE,FALSE
chr2R,7225301,7226282,-,kappaTry,1.337401815,0.000268929,0.001760944,TRUE,FALSE
chr2R,7228017,7228928,-,etaTry,2.607050602,1.07E-06,1.09E-05,TRUE,FALSE
chr2R,7229218,7230261,-,thetaTry,6.724300299,5.73E-21,2.35E-19,TRUE,FALSE
chr2R,7231755,7232620,-,alphaTry,3.449531774,3.03E-27,1.95E-25,TRUE,FALSE
chr2R,7231851,7241878,-,gammaTry,4.678599817,1.25E-06,1.26E-05,TRUE,FALSE
chr2R,7231851,7241878,-,CG30031,4.678599817,1.25E-06,1.26E-05,TRUE,FALSE
chr2R,7232733,7233567,-,epsilonTry,3.026440911,1.93E-18,6.86E-17,TRUE,FALSE
chr2R,7233843,7234641,+,betaTry,1.992958748,8.41E-12,1.72E-10,TRUE,FALSE
chr2R,7242837,7243633,+,deltaTry,6.593541329,6.69E-06,6.03E-05,TRUE,FALSE
chr2R,7249404,7250774,+,Gr47b,2.570101441,0.003941248,0.018469242,TRUE,FALSE
chr2R,7274662,7276282,-,CG30022,1.591263118,3.83E-08,4.78E-07,TRUE,FALSE
chr2R,7296080,7296936,-,CG30026,2.46961556,7.12E-17,2.32E-15,TRUE,FALSE
chr2R,7297314,7297943,-,CG34054,1.660126636,4.33E-09,6.15E-08,TRUE,FALSE
chr2R,7302014,7302842,+,CG7763,6.066910459,3.01E-56,8.73E-54,TRUE,FALSE
chr2R,7411508,7415715,-,en,1.623447193,0.000540192,0.003235146,TRUE,FALSE
chr2R,7478845,7478990,-,snoRNA:Psi28S-1180,5.341532656,0.006031936,0.026565884,TRUE,FALSE
chr2R,7599766,7613850,+,pyr,1.529372883,8.80E-08,1.06E-06,TRUE,FALSE
chr2R,7732830,7739829,+,Sln,3.683724916,4.75E-27,3.02E-25,TRUE,FALSE
chr2R,7751708,7752444,+,CG42531,6.323631769,5.08E-05,0.000383105,TRUE,FALSE
chr2R,7752680,7753888,-,Damm,3.440702428,2.50E-23,1.28E-21,TRUE,FALSE
chr2R,7865038,7866454,-,CG30036,1.216248904,0.006526958,0.028397727,TRUE,FALSE
chr2R,8051179,8051898,+,CG13177,7.387188453,7.33E-55,1.87E-52,TRUE,FALSE
chr2R,8052415,8053224,-,CG34232,2.449622796,1.63E-13,3.88E-12,TRUE,FALSE
chr2R,8144786,8146207,+,CG13167,3.527740916,0.001410051,0.007602277,TRUE,FALSE
chr2R,8190041,8193774,-,SIP2,2.5119552,2.05E-14,5.22E-13,TRUE,FALSE
chr2R,8243175,8246592,+,CG30049,4.934491447,1.48E-21,6.52E-20,TRUE,FALSE
chr2R,8246957,8250670,+,CG30043,2.773763791,0.000144111,0.000999169,TRUE,FALSE
chr2R,8250876,8253889,+,CG33013,2.021596432,0.004888614,0.022164851,TRUE,FALSE
chr2R,8259100,8262594,+,CG13160,6.641952877,4.50E-06,4.20E-05,TRUE,FALSE
chr2R,8267118,8267931,-,CG13155,2.758272792,4.49E-20,1.74E-18,TRUE,FALSE
chr2R,8274471,8277562,+,Cpr49Ac,2.552853171,1.61E-12,3.48E-11,TRUE,FALSE
chr2R,8307315,8310040,-,CG8834,3.409645829,1.30E-22,6.09E-21,TRUE,FALSE
chr2R,8328170,8328778,-,CG30334,2.737265555,1.84E-10,3.19E-09,TRUE,FALSE
chr2R,8416560,8451691,+,fra,2.074213865,1.26E-12,2.79E-11,TRUE,FALSE
chr2R,8451728,8452406,-,CG33775,6.133557599,0.000178595,0.001215346,TRUE,FALSE
chr2R,8528194,8535718,-,CG8785,1.061777536,6.95E-05,0.000513034,TRUE,FALSE
chr2R,8577563,8578460,-,Obp49a,8.425186326,1.87E-16,5.87E-15,TRUE,FALSE
chr2R,8760289,8762518,-,CG3790,2.648652821,0.000105273,0.000748826,TRUE,FALSE
chr2R,8762662,8764471,-,CG3814,2.329369716,2.72E-14,6.86E-13,TRUE,FALSE
chr2R,8835852,8839791,-,CG3884,2.986685651,2.67E-21,1.11E-19,TRUE,FALSE
chr2R,8841060,8842675,+,CG13321,2.283431907,5.79E-14,1.42E-12,TRUE,FALSE
chr2R,8934238,8934793,-,CG13323,1.870169179,3.17E-10,5.21E-09,TRUE,FALSE
chr2R,8936646,8937123,-,CG13324,4.644500569,1.33E-34,1.27E-32,TRUE,FALSE
chr2R,9003809,9013285,+,CG13325,2.861077492,2.65E-11,5.18E-10,TRUE,FALSE
chr2R,9017015,9019960,-,CG13326,4.036136194,0.000256099,0.00168498,TRUE,FALSE
chr2R,9050867,9051348,-,CG15870,2.041025561,1.91E-08,2.53E-07,TRUE,FALSE
chr2R,9127233,9128518,+,CG4688,1.23677681,0.002184227,0.011082818,TRUE,FALSE
chr2R,9136398,9139214,-,CG4712,2.759039363,0.000128114,0.000897335,TRUE,FALSE
chr2R,9184706,9185972,-,CG4734,4.422151977,6.42E-27,4.05E-25,TRUE,FALSE
chr2R,9263475,9265219,-,CG10814,1.992692137,2.70E-11,5.28E-10,TRUE,FALSE
chr2R,9277357,9279139,-,CG17050,7.974219562,1.19E-12,2.63E-11,TRUE,FALSE
chr2R,9280034,9280723,-,CG17049,3.593920766,0.000445308,0.002720927,TRUE,FALSE
chr2R,9281209,9282184,+,AttC,7.33246583,4.85E-86,4.30E-83,TRUE,FALSE
chr2R,9282090,9286873,-,CG4744,5.918475676,4.31E-56,1.20E-53,TRUE,FALSE
chr2R,9294510,9295608,+,IM10,7.189890109,2.41E-08,3.15E-07,TRUE,FALSE
chr2R,9294516,9295863,+,CG33470,7.189890109,2.41E-08,3.15E-07,TRUE,FALSE
chr2R,9295546,9297458,-,CG18278,4.449778275,1.02E-16,3.29E-15,TRUE,FALSE
chr2R,9341158,9370723,-,arr,1.130099261,5.27E-05,0.000396389,TRUE,FALSE
chr2R,9459028,9460045,-,CG42807,2.905959365,6.36E-22,2.89E-20,TRUE,FALSE
chr2R,9492078,9492910,-,CG34236,3.353223534,8.91E-11,1.62E-09,TRUE,FALSE
chr2R,9721358,9722593,-,CG6337,2.902340341,2.23E-11,4.43E-10,TRUE,FALSE
chr2R,9723925,9726869,+,CG6347,1.432321499,0.000639655,0.00376356,TRUE,FALSE
chr2R,9727580,9729248,+,CG6357,1.464724218,1.69E-07,1.95E-06,TRUE,FALSE
chr2R,9729254,9733757,-,synaptogyrin,1.076224595,0.00024536,0.00162211,TRUE,FALSE
chr2R,9734357,9736994,+,CG30484,2.746987393,3.42E-07,3.77E-06,TRUE,FALSE
chr2R,9742082,9743270,-,CG6553,2.745959942,1.09E-19,4.09E-18,TRUE,FALSE
chr2R,9743654,9746222,-,tum,1.190715551,6.57E-06,5.93E-05,TRUE,FALSE
chr2R,9830038,9830882,-,DJ-1alpha,2.110427088,8.65E-05,0.000625156,TRUE,FALSE
chr2R,9857414,9858662,-,CG6704,2.197953363,0.000109977,0.000777888,TRUE,FALSE
chr2R,9859105,9860336,-,CG18568,3.047079521,2.16E-06,2.11E-05,TRUE,FALSE
chr2R,9860503,9867670,-,CG6701,1.329898405,2.77E-06,2.67E-05,TRUE,FALSE
chr2R,10187605,10189858,-,tej,1.380228512,3.69E-06,3.50E-05,TRUE,FALSE
chr2R,10245429,10247799,-,Arc1,5.764966809,1.50E-60,5.13E-58,TRUE,FALSE
chr2R,10248808,10249506,-,CG10102,8.100847544,1.23E-13,2.94E-12,TRUE,FALSE
chr2R,10249448,10250330,+,Arc2,2.596716937,2.86E-17,9.56E-16,TRUE,FALSE
chr2R,10253200,10254163,+,CG34184,5.991329118,0.000273566,0.001786648,TRUE,FALSE
chr2R,10400046,10402713,-,Cpr51A,1.580433287,1.06E-07,1.26E-06,TRUE,FALSE
chr2R,10492051,10492840,-,CG12868,2.087569242,2.50E-12,5.34E-11,TRUE,FALSE
chr2R,10493156,10493774,-,CG33469,4.457503392,1.70E-32,1.45E-30,TRUE,FALSE
chr2R,10493811,10494466,-,CG33468,6.345384596,2.15E-42,3.11E-40,TRUE,FALSE
chr2R,10526709,10527268,+,CG42715,4.081558649,2.10E-23,1.08E-21,TRUE,FALSE
chr2R,10627870,10632834,-,CG12858,5.207545406,3.24E-48,5.96E-46,TRUE,FALSE
chr2R,10633460,10633821,+,Dro,8.249937156,3.08E-99,5.15E-96,TRUE,FALSE
chr2R,10634866,10635698,+,AttA,9.147064634,2.48E-112,3.74E-108,TRUE,FALSE
chr2R,10636727,10637670,+,AttB,8.667194315,1.90E-103,5.74E-100,TRUE,FALSE
chr2R,10695928,10697436,+,CG10200,1.74101133,4.36E-09,6.18E-08,TRUE,FALSE
chr2R,10769624,10771551,+,Cyp6a20,3.765405736,8.37E-32,6.71E-30,TRUE,FALSE
chr2R,10774675,10776514,-,Cyp6a8,3.349035409,3.25E-26,1.95E-24,TRUE,FALSE
chr2R,10817587,10822366,-,CG10253,2.49129866,4.96E-10,8.01E-09,TRUE,FALSE
chr2R,11136289,11146003,+,scb,1.444025234,4.81E-07,5.18E-06,TRUE,FALSE
chr2R,11146271,11150370,+,alphaPS4,3.04880851,4.19E-21,1.73E-19,TRUE,FALSE
chr2R,11213337,11213888,-,CG8157,2.144597192,2.55E-10,4.24E-09,TRUE,FALSE
chr2R,11296350,11296620,+,Mtk,8.059760135,1.98E-94,2.72E-91,TRUE,FALSE
chr2R,11297676,11351352,+,CG34365,1.548359707,3.38E-08,4.26E-07,TRUE,FALSE
chr2R,11346435,11358602,+,CG34318,1.858924548,2.27E-10,3.81E-09,TRUE,FALSE
chr2R,11346435,11358602,+,CG8179,1.867418405,1.93E-10,3.27E-09,TRUE,FALSE
chr2R,11348415,11349063,+,CG30470,1.959330592,2.99E-08,3.86E-07,TRUE,FALSE
chr2R,11568075,11569908,+,CG30091,2.658332397,1.88E-14,4.79E-13,TRUE,FALSE
chr2R,11572508,11573587,-,CG30082,1.471930506,0.000302005,0.001951261,TRUE,FALSE
chr2R,11577347,11578519,+,CG30090,7.155512152,2.84E-60,9.53E-58,TRUE,FALSE
chr2R,11578656,11579768,+,CG30088,6.655086171,3.81E-33,3.36E-31,TRUE,FALSE
chr2R,11579952,11581256,+,CG30087,9.955616781,8.28E-30,6.08E-28,TRUE,FALSE
chr2R,11581596,11582737,+,CG33460,3.495900101,1.65E-27,1.07E-25,TRUE,FALSE
chr2R,11584308,11585515,+,CG33462,7.454165905,8.83E-43,1.32E-40,TRUE,FALSE
chr2R,11586230,11589199,-,CG42662,2.752074448,2.02E-21,8.46E-20,TRUE,FALSE
chr2R,11586230,11589199,-,CG30080,2.752074448,2.02E-21,8.46E-20,TRUE,FALSE
chr2R,11599101,11600149,-,CG30083,5.053706736,1.50E-40,1.98E-38,TRUE,FALSE
chr2R,11743465,11745027,+,CG12970,3.802249727,6.64E-07,7.00E-06,TRUE,FALSE
chr2R,12007310,12010278,+,Jhe,1.318475988,1.34E-05,0.000115173,TRUE,FALSE
chr2R,12051731,12057024,+,lbk,1.015580723,0.000293576,0.001903324,TRUE,FALSE
chr2R,12228755,12231684,-,CG7997,1.890402293,2.16E-11,4.30E-10,TRUE,FALSE
chr2R,12241728,12242720,-,CG30098,5.975067846,3.79E-54,9.07E-52,TRUE,FALSE
chr2R,12251055,12251812,-,CG15711,6.064195353,0.000178595,0.001215346,TRUE,FALSE
chr2R,12330740,12332350,+,CG4409,3.276263722,9.03E-23,4.32E-21,TRUE,FALSE
chr2R,12375557,12376687,+,CG33459,4.318096537,5.76E-25,3.28E-23,TRUE,FALSE
chr2R,12459603,12461659,+,CG4927,1.818785152,5.52E-10,8.89E-09,TRUE,FALSE
chr2R,12482532,12492716,-,CG8303,3.8517105,1.08E-29,7.81E-28,TRUE,FALSE
chr2R,12495174,12511214,+,CG5065,2.139712005,1.92E-13,4.52E-12,TRUE,FALSE
chr2R,12542819,12555183,-,Picot,2.429930338,9.24E-18,3.19E-16,TRUE,FALSE
chr2R,12632054,12632609,-,Sfp53D,5.454270306,0.006031936,0.026565884,TRUE,FALSE
chr2R,12760521,12761266,+,CG6429,1.484482113,2.45E-07,2.76E-06,TRUE,FALSE
chr2R,12767777,12772005,+,CG6472,4.078926403,1.68E-08,2.25E-07,TRUE,FALSE
chr2R,12936379,12941360,+,CG9646,1.108025434,7.21E-05,0.000530474,TRUE,FALSE
chr2R,12947367,12950139,-,CG8950,2.107089197,2.99E-12,6.33E-11,TRUE,FALSE
chr2R,12950281,12954051,+,CG6967,2.00943097,1.21E-11,2.45E-10,TRUE,FALSE
chr2R,13006211,13007808,-,Amy-p,1.869185809,2.06E-11,4.10E-10,TRUE,FALSE
chr2R,13016337,13017839,+,Cda9,4.665884438,5.50E-29,3.87E-27,TRUE,FALSE
chr2R,13047658,13048330,-,CG30457,2.368859279,4.20E-05,0.000324434,TRUE,FALSE
chr2R,13328108,13329993,+,CG18467,2.042865188,8.95E-05,0.00064528,TRUE,FALSE
chr2R,13340923,13343234,+,CG10764,2.164306631,8.23E-09,1.15E-07,TRUE,FALSE
chr2R,13343268,13343666,-,CG34192,5.454270306,0.006031936,0.026565884,TRUE,FALSE
chr2R,13366628,13369633,+,veil,2.882226146,9.07E-22,4.06E-20,TRUE,FALSE
chr2R,13426826,13429338,+,CG18432,3.454869694,9.94E-16,2.92E-14,TRUE,FALSE
chr2R,13429408,13431860,+,CG18631,2.841259987,2.52E-10,4.19E-09,TRUE,FALSE
chr2R,13431832,13432555,+,CG34194,3.703927474,3.60E-07,3.94E-06,TRUE,FALSE
chr2R,13486644,13487112,-,CG42649,7.890322628,8.09E-76,4.07E-73,TRUE,FALSE
chr2R,13515993,13521018,-,rhi,1.116370731,0.000165079,0.001134638,TRUE,FALSE
chr2R,13521301,13521680,-,CG18186,3.290685175,8.74E-18,3.02E-16,TRUE,FALSE
chr2R,13556909,13558253,+,CG30109,1.06331879,0.000142249,0.000989447,TRUE,FALSE
chr2R,13558813,13560148,-,CG6459,1.287803735,3.84E-06,3.63E-05,TRUE,FALSE
chr2R,13572222,13573053,+,CG42561,1.091478385,0.000369116,0.002321211,TRUE,FALSE
chr2R,13587206,13587293,+,snoRNA:Me28S-A3407a,5.341532656,0.006031936,0.026565884,TRUE,FALSE
chr2R,13631605,13633366,+,Ir54a,1.818973043,0.005314262,0.023893581,TRUE,FALSE
chr2R,13637802,13640719,+,CG5002,1.338393731,2.98E-06,2.87E-05,TRUE,FALSE
chr2R,13641051,13643923,-,CG6385,1.577045425,2.15E-08,2.84E-07,TRUE,FALSE
chr2R,13644921,13648022,+,HLH54F,3.141830792,0.009943457,0.040504413,TRUE,FALSE
chr2R,13648437,13652065,+,CG5009,1.075548526,0.000153032,0.001059071,TRUE,FALSE
chr2R,13655312,13657411,-,CG18635,1.801368954,1.50E-07,1.74E-06,TRUE,FALSE
chr2R,13740845,13741766,+,CG30323,1.498964577,0.001738026,0.009129023,TRUE,FALSE
chr2R,13906170,13907297,+,CG5084,9.228863995,3.64E-51,7.95E-49,TRUE,FALSE
chr2R,13907753,13909911,+,CG10910,1.220984711,0.000191898,0.001295935,TRUE,FALSE
chr2R,13933902,13934989,-,CG5767,3.450995558,6.56E-17,2.15E-15,TRUE,FALSE
chr2R,13935616,13936416,+,CG34005,6.641952877,6.69E-06,6.03E-05,TRUE,FALSE
chr2R,13936308,13937230,-,CG14495,6.164989575,2.75E-22,1.27E-20,TRUE,FALSE
chr2R,13937730,13939610,-,Muc55B,3.703927474,1.68E-08,2.25E-07,TRUE,FALSE
chr2R,13940052,13941569,-,CG10911,3.359556406,1.10E-26,6.80E-25,TRUE,FALSE
chr2R,13943567,13944564,-,CG10912,4.223845259,1.79E-35,1.79E-33,TRUE,FALSE
chr2R,13950208,13981135,+,CG34386,5.914585945,0.000649138,0.003807468,TRUE,FALSE
chr2R,14013809,14015715,+,Spn6,1.759209831,8.59E-10,1.36E-08,TRUE,FALSE
chr2R,14016004,14017751,+,Dip3,1.325983935,0.000959121,0.005381234,TRUE,FALSE
chr2R,14030306,14030443,+,snoRNA:Psi18S-1347a,2.899638008,0.002065459,0.010561925,TRUE,FALSE
chr2R,14030504,14030647,+,snoRNA:Psi18S-1347b,2.300191881,0.00674508,0.029144932,TRUE,FALSE
chr2R,14055915,14060112,-,Dgp-1,1.747528702,4.10E-09,5.87E-08,TRUE,FALSE
chr2R,14061175,14062190,+,CG10916,1.350849633,3.87E-06,3.65E-05,TRUE,FALSE
chr2R,14071885,14080341,-,CG33958,2.771971064,1.50E-12,3.26E-11,TRUE,FALSE
chr2R,14076483,14077159,+,CG14500,8.758311126,2.48E-56,7.33E-54,TRUE,FALSE
chr2R,14176592,14182217,+,CG14502,3.338317345,1.28E-19,4.76E-18,TRUE,FALSE
